order_id,store_id,customer_id,order_date,total_amount,product_id,quantity,unit_price,total_price,payment_id,payment_method,amount,status,payment_date,invoice_date,total_invoice_amount,store_id,customer_id,order_date,total_amount,season,day_category
1,203,312,2024-06-06 02:39:41,214.89,4,3,22.99,68.97,1,Cash,214.89,Declined,2024-06-06,2024-06-06,214.89,203,312,2024-06-06 02:39:41,214.89,Summer,Weekday
1,203,312,2024-06-06 02:39:41,214.89,15,2,23.99,47.98,1,Cash,214.89,Declined,2024-06-06,2024-06-06,214.89,203,312,2024-06-06 02:39:41,214.89,Summer,Weekday
1,203,312,2024-06-06 02:39:41,214.89,11,3,20.99,62.97,1,Cash,214.89,Declined,2024-06-06,2024-06-06,214.89,203,312,2024-06-06 02:39:41,214.89,Summer,Weekday
1,203,312,2024-06-06 02:39:41,214.89,20,1,4.99,4.99,1,Cash,214.89,Declined,2024-06-06,2024-06-06,214.89,203,312,2024-06-06 02:39:41,214.89,Summer,Weekday
1,203,312,2024-06-06 02:39:41,214.89,7,2,14.99,29.98,1,Cash,214.89,Declined,2024-06-06,2024-06-06,214.89,203,312,2024-06-06 02:39:41,214.89,Summer,Weekday
10,26,754,2024-12-26 01:33:31,235.83999999999997,3,3,18.99,56.97,10,Cash,235.83999999999997,Declined,2024-12-26,2024-12-26,235.83999999999997,26,754,2024-12-26 01:33:31,235.83999999999997,Winter,Weekday
10,26,754,2024-12-26 01:33:31,235.83999999999997,7,3,14.99,44.97,10,Cash,235.83999999999997,Declined,2024-12-26,2024-12-26,235.83999999999997,26,754,2024-12-26 01:33:31,235.83999999999997,Winter,Weekday
10,26,754,2024-12-26 01:33:31,235.83999999999997,17,3,5.99,17.97,10,Cash,235.83999999999997,Declined,2024-12-26,2024-12-26,235.83999999999997,26,754,2024-12-26 01:33:31,235.83999999999997,Winter,Weekday
10,26,754,2024-12-26 01:33:31,235.83999999999997,4,3,22.99,68.97,10,Cash,235.83999999999997,Declined,2024-12-26,2024-12-26,235.83999999999997,26,754,2024-12-26 01:33:31,235.83999999999997,Winter,Weekday
10,26,754,2024-12-26 01:33:31,235.83999999999997,6,2,17.99,35.98,10,Cash,235.83999999999997,Declined,2024-12-26,2024-12-26,235.83999999999997,26,754,2024-12-26 01:33:31,235.83999999999997,Winter,Weekday
10,26,754,2024-12-26 01:33:31,235.83999999999997,19,2,5.49,10.98,10,Cash,235.83999999999997,Declined,2024-12-26,2024-12-26,235.83999999999997,26,754,2024-12-26 01:33:31,235.83999999999997,Winter,Weekday
100,182,994,2024-03-09 08:45:41,188.88,4,3,22.99,68.97,100,Credit Card,188.88,Completed,2024-09-03,2024-03-09,188.88,182,994,2024-03-09 08:45:41,188.88,Spring,Weekend
100,182,994,2024-03-09 08:45:41,188.88,3,3,18.99,56.97,100,Credit Card,188.88,Completed,2024-09-03,2024-03-09,188.88,182,994,2024-03-09 08:45:41,188.88,Spring,Weekend
100,182,994,2024-03-09 08:45:41,188.88,7,3,14.99,44.97,100,Credit Card,188.88,Completed,2024-09-03,2024-03-09,188.88,182,994,2024-03-09 08:45:41,188.88,Spring,Weekend
100,182,994,2024-03-09 08:45:41,188.88,17,3,5.99,17.97,100,Credit Card,188.88,Completed,2024-09-03,2024-03-09,188.88,182,994,2024-03-09 08:45:41,188.88,Spring,Weekend
1000,60,92,2024-08-17 17:45:16,15.98,16,2,7.99,15.98,1000,Cash,15.98,Completed,2024-08-17,2024-08-17,15.98,60,92,2024-08-17 17:45:16,15.98,Summer,Weekend
1001,220,306,2024-08-26 11:33:10,153.9,11,3,20.99,62.97,1001,Cash,153.9,Completed,2024-08-26,2024-08-26,153.9,220,306,2024-08-26 11:33:10,153.9,Summer,Weekday
1001,220,306,2024-08-26 11:33:10,153.9,20,2,4.99,9.98,1001,Cash,153.9,Completed,2024-08-26,2024-08-26,153.9,220,306,2024-08-26 11:33:10,153.9,Summer,Weekday
1001,220,306,2024-08-26 11:33:10,153.9,10,1,24.99,24.99,1001,Cash,153.9,Completed,2024-08-26,2024-08-26,153.9,220,306,2024-08-26 11:33:10,153.9,Summer,Weekday
1001,220,306,2024-08-26 11:33:10,153.9,16,2,7.99,15.98,1001,Cash,153.9,Completed,2024-08-26,2024-08-26,153.9,220,306,2024-08-26 11:33:10,153.9,Summer,Weekday
1001,220,306,2024-08-26 11:33:10,153.9,9,2,19.99,39.98,1001,Cash,153.9,Completed,2024-08-26,2024-08-26,153.9,220,306,2024-08-26 11:33:10,153.9,Summer,Weekday
1002,385,944,2024-08-24 00:35:12,5.99,17,1,5.99,5.99,1002,Cash,5.99,Completed,2024-08-24,2024-08-24,5.99,385,944,2024-08-24 00:35:12,5.99,Summer,Weekend
1003,305,395,2024-12-21 02:27:20,210.87999999999997,10,2,24.99,49.98,1003,Credit Card,210.87999999999997,Completed,2024-12-21,2024-12-21,210.87999999999997,305,395,2024-12-21 02:27:20,210.87999999999997,Winter,Weekend
1003,305,395,2024-12-21 02:27:20,210.87999999999997,12,3,13.99,41.97,1003,Credit Card,210.87999999999997,Completed,2024-12-21,2024-12-21,210.87999999999997,305,395,2024-12-21 02:27:20,210.87999999999997,Winter,Weekend
1003,305,395,2024-12-21 02:27:20,210.87999999999997,3,2,18.99,37.98,1003,Credit Card,210.87999999999997,Completed,2024-12-21,2024-12-21,210.87999999999997,305,395,2024-12-21 02:27:20,210.87999999999997,Winter,Weekend
1003,305,395,2024-12-21 02:27:20,210.87999999999997,4,3,22.99,68.97,1003,Credit Card,210.87999999999997,Completed,2024-12-21,2024-12-21,210.87999999999997,305,395,2024-12-21 02:27:20,210.87999999999997,Winter,Weekend
1003,305,395,2024-12-21 02:27:20,210.87999999999997,17,2,5.99,11.98,1003,Credit Card,210.87999999999997,Completed,2024-12-21,2024-12-21,210.87999999999997,305,395,2024-12-21 02:27:20,210.87999999999997,Winter,Weekend
1004,77,278,2024-07-29 13:35:30,53.95,20,1,4.99,4.99,1004,Cash,53.95,Declined,2024-07-29,2024-07-29,53.95,77,278,2024-07-29 13:35:30,53.95,Summer,Weekday
1004,77,278,2024-07-29 13:35:30,53.95,7,2,14.99,29.98,1004,Cash,53.95,Declined,2024-07-29,2024-07-29,53.95,77,278,2024-07-29 13:35:30,53.95,Summer,Weekday
1004,77,278,2024-07-29 13:35:30,53.95,12,1,13.99,13.99,1004,Cash,53.95,Declined,2024-07-29,2024-07-29,53.95,77,278,2024-07-29 13:35:30,53.95,Summer,Weekday
1004,77,278,2024-07-29 13:35:30,53.95,20,1,4.99,4.99,1004,Cash,53.95,Declined,2024-07-29,2024-07-29,53.95,77,278,2024-07-29 13:35:30,53.95,Summer,Weekday
1005,95,428,2024-07-20 08:10:06,7.99,16,1,7.99,7.99,1005,Cash,7.99,Completed,2024-07-20,2024-07-20,7.99,95,428,2024-07-20 08:10:06,7.99,Summer,Weekend
1006,325,794,2024-04-29 00:07:02,96.92,18,2,6.99,13.98,1006,Cash,96.92,Completed,2024-04-29,2024-04-29,96.92,325,794,2024-04-29 00:07:02,96.92,Spring,Weekday
1006,325,794,2024-04-29 00:07:02,96.92,6,1,17.99,17.99,1006,Cash,96.92,Completed,2024-04-29,2024-04-29,96.92,325,794,2024-04-29 00:07:02,96.92,Spring,Weekday
1006,325,794,2024-04-29 00:07:02,96.92,5,1,11.99,11.99,1006,Cash,96.92,Completed,2024-04-29,2024-04-29,96.92,325,794,2024-04-29 00:07:02,96.92,Spring,Weekday
1006,325,794,2024-04-29 00:07:02,96.92,1,3,15.99,47.97,1006,Cash,96.92,Completed,2024-04-29,2024-04-29,96.92,325,794,2024-04-29 00:07:02,96.92,Spring,Weekday
1006,325,794,2024-04-29 00:07:02,96.92,20,1,4.99,4.99,1006,Cash,96.92,Completed,2024-04-29,2024-04-29,96.92,325,794,2024-04-29 00:07:02,96.92,Spring,Weekday
1007,155,363,2024-03-28 03:01:15,117.89999999999999,19,2,5.49,10.98,1007,Cash,117.89999999999999,Completed,2024-03-28,2024-03-28,117.89999999999999,155,363,2024-03-28 03:01:15,117.89999999999999,Spring,Weekday
1007,155,363,2024-03-28 03:01:15,117.89999999999999,17,2,5.99,11.98,1007,Cash,117.89999999999999,Completed,2024-03-28,2024-03-28,117.89999999999999,155,363,2024-03-28 03:01:15,117.89999999999999,Spring,Weekday
1007,155,363,2024-03-28 03:01:15,117.89999999999999,10,1,24.99,24.99,1007,Cash,117.89999999999999,Completed,2024-03-28,2024-03-28,117.89999999999999,155,363,2024-03-28 03:01:15,117.89999999999999,Spring,Weekday
1007,155,363,2024-03-28 03:01:15,117.89999999999999,6,1,17.99,17.99,1007,Cash,117.89999999999999,Completed,2024-03-28,2024-03-28,117.89999999999999,155,363,2024-03-28 03:01:15,117.89999999999999,Spring,Weekday
1007,155,363,2024-03-28 03:01:15,117.89999999999999,5,3,11.99,35.97,1007,Cash,117.89999999999999,Completed,2024-03-28,2024-03-28,117.89999999999999,155,363,2024-03-28 03:01:15,117.89999999999999,Spring,Weekday
1007,155,363,2024-03-28 03:01:15,117.89999999999999,1,1,15.99,15.99,1007,Cash,117.89999999999999,Completed,2024-03-28,2024-03-28,117.89999999999999,155,363,2024-03-28 03:01:15,117.89999999999999,Spring,Weekday
1008,383,559,2024-11-09 22:24:01,144.41,14,2,17.99,35.98,1008,Cash,144.41,Declined,2024-09-11,2024-11-09,144.41,383,559,2024-11-09 22:24:01,144.41,Fall,Weekend
1008,383,559,2024-11-09 22:24:01,144.41,2,3,12.99,38.97,1008,Cash,144.41,Declined,2024-09-11,2024-11-09,144.41,383,559,2024-11-09 22:24:01,144.41,Fall,Weekend
1008,383,559,2024-11-09 22:24:01,144.41,1,3,15.99,47.97,1008,Cash,144.41,Declined,2024-09-11,2024-11-09,144.41,383,559,2024-11-09 22:24:01,144.41,Fall,Weekend
1008,383,559,2024-11-09 22:24:01,144.41,13,1,21.49,21.49,1008,Cash,144.41,Declined,2024-09-11,2024-11-09,144.41,383,559,2024-11-09 22:24:01,144.41,Fall,Weekend
